CODICE,DENOMINAZIONE,INDIRIZZO,COMUNE,COD_ISTAT,LON,LAT,LAT_LON,SR_GEO,QUOTA,OPERATORE,TIPO_IMPIANTO,STATO_IMPIANTO,FASE_RICHIESTA,TECNOLOGIE_UTILIZZATE
RN125,RIMINI ZONA INDUSTRIALE,"VIA UNGHERIA, 6",RIMINI,099014,12.5353146,44.0656026,12.5353146 44.0656026,4326                            ,9,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
RN129,SAN CLEMENTE,VIA MORDANO,SAN CLEMENTE,099016,12.6152015,43.9431438,12.6152015 43.9431438,4326                            ,105,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
RN141,SANTA GIUSTINA,"VIA LINARO, 7 C/O FONDO CASTELLI",RIMINI,099014,12.475836,44.066523,12.475836 44.066523,4326                            ,"29,5",WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
RE42124_012,VIA NOVE MARTIRI,VIA NOVE MARTIRI LOC. SESSO ,REGGIO NELL'EMILIA,035033,10.6031987,44.7376458,10.6031987 44.7376458,4326                            ,39,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,LTE1800 - LTE2100 - LTE2600 - UMTS900
BO155 NEW,BAGNAROLA. BBAZIA,VIA RAMELLO,BUDRIO,037008,11.4843888888889,44.5580833333333,11.4843888888889 44.5580833333333,4326                            ,25,WIND3,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
BO012,CASALECCHIO DI RENO,VIA TOTI 13,CASALECCHIO DI RENO,037011,11.27411358303781,44.47464922750858,11.27411358303781 44.47464922750858,4326                            ,"70,7",WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G3700 - GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - LTE2600-TDD - UMTS900 - UMTS2100
RN017 NEW,MIRAMARE,"VIALE BRESCIA , 4 (C/O HOTEL PECCI)",RIMINI,099014,12.6236694444444,44.0288444444444,12.6236694444444 44.0288444444444,4326                            ,"3,1",WIND3,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
FC47034_003,FORLIMPOPOLI EST,"VIA SIROTTI, SNC",FORLIMPOPOLI,040013,12.137747,44.189752,12.137747 44.189752,4326                            ,27,ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
RE42049_003,SANT'ILARIO STAZIONE,"VIA XXV APRILE, 3",SANT'ILARIO D'ENZA,035039,10.440799,44.762848,10.440799 44.762848,4326                            ,56,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
RN029,RICCIONE SUD,"PIAZZALE S.MARTINO, 4 (C/O HOTEL SARTI)",RICCIONE,099013,12.6707661,43.9964692,12.6707661 43.9964692,4326                            ,"2,3",WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
MO1733-A,,VIA VILLE SAN MICHELE,PIEVEPELAGO,036031,10.623787,44.203322,10.623787 44.203322,4326                            ,818,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100
RE42041_001,BRESCELLO,"VIA DON ALBERICI, 13 - C/O IMPIANTI SPORTIVI",BRESCELLO,035006,10.5106058814,44.8937403689,10.5106058814 44.8937403689,4326                            ,23,ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
RA48012_006,BAGNACAVALLO STAZIONE,PIAZZALE ROBERT BADEN-POWELL,BAGNACAVALLO,039002,11.96835,44.4127277777778,11.96835 44.4127277777778,4326                            ,"12,6",ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G700 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RA1184,CASTEL BOLOGNESE,"VIA FRATELLI MORELLI, 130",CASTEL BOLOGNESE,039006,11.7914257,44.3147584,11.7914257 44.3147584,4326                            ,"43,6",GO INTERNET,STAZIONE RADIO BASE,ATTIVO,ATTIVA,WIMAX
RE2467-A,BIBBIANO,"VIA F.LLI CORRADINI, 46",BIBBIANO,035004,10.4861713221,44.6616485824,10.4861713221 44.6616485824,4326                            ,121,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900
MO159,MO S. LAZZARO,STRADA MINUTARA C/O STADIO BASEBALL,MODENA,036023,10.94955,44.641804,10.94955 44.641804,4326                            ,32,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,5G3700 - GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - LTE2600-TDD - UMTS900 - UMTS2100
2RN0356,CELLE,"VIA DEI CIPRESSI, 6",RIMINI,099014,12.5464511,44.0703474,12.5464511 44.0703474,4326                            ,7,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,5G3700 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS2100
RE0750-A,NIRONE,LOCALITA' LUGOLO,RAMISETO,035031,10.219625,44.395775,10.219625 44.395775,4326                            ,770,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
MO2837-C,SAN BERNARDINO SSI,VIA DEL CONVENTO 2,SAN FELICE SUL PANARO,036037,11.1457910564,44.8377265378,11.1457910564 44.8377265378,4326                            ,17,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
MO41016_002,,VIA CURIEL,NOVI DI MODENA,036028,10.948527,44.841188,10.948527 44.841188,4326                            ,"20,4",ILIAD,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,LTE1800 - LTE2100 - LTE2600 - UMTS900
RA48122_004,MARINA DI RAVENNA,"VIA TITO SPERI, 20  - MARINA DI RAVENNA",RAVENNA,039014,12.2772305555556,44.4836083333333,12.2772305555556 44.4836083333333,4326                            ,"1,2",ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,LTE1800 - LTE2100 - LTE2600 - UMTS900
MO2079-A,ACHILLE,"VIA RESISTENZA (DELLA),88",VIGNOLA,036046,11.0064844782,44.4811583205,11.0064844782 44.4811583205,4326                            ,"120,9",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE800 - LTE1800 - LTE2100 - UMTS2100
BO6027-A,HUB ANTONIANO,VIA GUINIZZELLI 3,BOLOGNA,037006,11.36060078155209,44.48646385284276,11.36060078155209 44.48646385284276,4326                            ,"58,9",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600
2RN-2505,RIMINI PASCOLI,"VIA ZANELLA, 3 - HOTEL LEM",RIMINI,099014,12.5925261,44.0554411,12.5925261 44.0554411,4326                            ,"3,7",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900
PR43122_002,PARMA CASELLO A1,STRADA TRAVERSANTE LUPO SNC,PARMA,034027,10.3368205,44.8370421,10.3368205 44.8370421,4326                            ,41,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
FE44028_001,POGGIO RENATICO,VIA DELL'ARTIGIANATO,POGGIO RENATICO,038018,11.498524662964575,44.77164641067076,11.498524662964575 44.77164641067076,4326                            ,"8,5",ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G700 - 5G3700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
PR43044_005,COLLECCHIO OVEST,"LATERALE VIA SCODONCELLO, CAMPI DA BASEBALL",COLLECCHIO,034009,10.2023399,44.7502269,10.2023399 44.7502269,4326                            ,109,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
BO088,MURRI,VIALE GIOSUE CARDUCCI 52,BOLOGNA,037006,11.35743230725095,44.48479397233935,11.35743230725095 44.48479397233935,4326                            ,"65,3",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,5G3700 - GSM1800 - LTE1800 - LTE2100 - LTE2600 - LTE2600-TDD - UMTS2100
RA55,PORTO CORSINI,"VIA RIVAVERDE, 63 (HOTEL RIVIERA) - MARINA DI RAVENNA",RAVENNA,039014,12.2836416666667,44.4687694444445,12.2836416666667 44.4687694444445,4326                            ,"1,8",TIM,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
MO021,ENEL PARENTI,VIA PARENTI C/O ENEL,MODENA,036023,10.921207,44.660595,10.921207 44.660595,4326                            ,36,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G3700 - GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - LTE2600-TDD - UMTS900 - UMTS2100
FE090,VIA CAMPAGNOLI,VIA CAMPAGNOLI 2,CENTO,038004,11.290696,44.725773,11.290696 44.725773,4326                            ,"15,27",WIND3,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G3700 - GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - LTE2600-TDD - UMTS900 - UMTS2100
MO41032_003,CAVEZZO VILLA MOTTA ZI,VIA CAVOUR 360,CAVEZZO,036009,11.002359,44.828617,11.002359 44.828617,4326                            ,23,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,LTE1800 - LTE2100 - LTE2600 - UMTS900
RA48022_011,VOLTANA SUD,"VIA MOZZA, VOLTANA (RA)",LUGO,039012,11.930271,44.53563,11.930271 44.53563,4326                            ,"3,6",ILIAD,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
BO1000A,MASERATI,VIALE DELLA FIERA - PADIGLIONI 19/20 20,BOLOGNA,037006,11.3645489697805233333333333333333333333,44.5135276898324666666666666666666666667,11.3645489697805233333333333333333333333 44.5135276898324666666666666666666666667,4326                            ,"40,5",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900
FO0349,VILLASELVA,VIA COSTIERA,FORLI' ,040012,12.11006,44.21097,12.11006 44.21097,4326                            ,"24,2",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
2RN-4989,SAN LORENZO,VIA SAN LORENZO IN CORREGGIANO,RIMINI,099014,12.5974882,44.0086124,12.5974882 44.0086124,4326                            ,"28,5",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
MO039,MARANELLO,VIA CIRCONVALLAZIONE EST,MARANELLO,036019,10.8740314368,44.5342914039,10.8740314368 44.5342914039,4326                            ,120,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G3700 - GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2100 - LTE2600 - LTE2600-TDD - UMTS900 - UMTS2100
PC007,MEDAGLIE D'ORO,"VIA VITALI, 30",PIACENZA,033032,9.681358,45.044799,9.681358 45.044799,4326                            ,"60,5",WIND3,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G3700 - GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - LTE2600-TDD - UMTS900 - UMTS2100
2RN-2276,VISERBA,"VIA POLAZZI, 20 - HOTEL GOLDEN HOUSE",RIMINI,099014,12.5373638,44.0867759,12.5373638 44.0867759,4326                            ,"1,6",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
MO132,SASSUOLO MONTANARA,ROTONDA NIEVO,SASSUOLO,036040,10.773366,44.531931,10.773366 44.531931,4326                            ,125,WIND3,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G3700 - GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - LTE2600-TDD - UMTS900 - UMTS2100
FED2,FE PONTEGRADELLA VF,VIA DELLA CRISPA 20,FERRARA,038008,11.661808,44.83148,11.661808 44.83148,4326                            ,5,TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
T34 FE5C,FE FOSSANOVA,VIA RAVENNA 558,FERRARA,038008,11.628422,44.795209,11.628422 44.795209,4326                            ,5,TIM,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS2100
BO1524A,RASTIGNANO,VIA CASTEL ARIENTI - MALPASSO 3/3,BOLOGNA,037006,11.34615146956623,44.44146100860122,11.34615146956623 44.44146100860122,4326                            ,173,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G3700 - GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS2100
BO40030_004,PRATI,VIA GUIDO ROSSA C/O ZONA COMUNALE,CASTEL DI CASIO,037015,10.9833707390196,44.17471254757423,10.9833707390196 44.17471254757423,4326                            ,365,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
BO40026_021,AUTODROMO DI IMOLA TOSA,VIA OMOBONO,IMOLA,037032,11.703128,44.334468,11.703128 44.334468,4326                            ,91,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,LTE1800 - LTE2100 - LTE2600 - UMTS900
BO2790,LAZZARETTO,VIA BURGATTI C/O BO RAVONE SNC,BOLOGNA,037006,11.31606534451456,44.51105068900962,11.31606534451456 44.51105068900962,4326                            ,"40,3",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G3700 - GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
T27 FE0D,FE-MALBORGHETTO,VIA SANTA MARGHERITA 399,FERRARA,038008,11.655997,44.861722,11.655997 44.861722,4326                            ,"4,5",TIM,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS2100
MO338,ZONA UNIVERSITARIA,VIA NUOVA ESTENSE 101,MODENA,036023,10.955508,44.63045,10.955508 44.63045,4326                            ,"34,7",WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G3700 - LTE800 - LTE1800 - LTE2100 - LTE2600 - LTE2600-TDD - UMTS900 - UMTS2100
PR161,GAIANO,"VIA MONTE FUSO, 15 LOCALITA' GAIANO",COLLECCHIO,034009,10.173472,44.727361,10.173472 44.727361,4326                            ,114,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
T22 FE84,FE-PARADISO,VIA DELLA PAGLIA 9,FERRARA,038008,11.625172,44.83336,11.625172 44.83336,4326                            ,"7,7",TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
BO40010_008,PADULLE,VIA ZACCARELLI 10,SALA BOLOGNESE,037050,11.274343153473454,44.63303694242398,11.274343153473454 44.63303694242398,4326                            ,"23,5",ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
2BO3145A,FS IMOLA STAZIONE,VIA SERRAGLIO C/O STAZIONE FS,IMOLA,037032,11.71780935092971,44.36028278051602,11.71780935092971 44.36028278051602,4326                            ,42,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600
RN47841_003,CATTOLICA SUD,VIA INDIPENDENZA C/O TORRE PIEZOMETRICA,CATTOLICA,099002,12.7396238,43.9583177,12.7396238 43.9583177,4326                            ,"11,6",ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G3700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
MO5B,MO VIA GIARDINI VF,VIA SCAGLIA OVEST 134,MODENA,036023,10.898775154900001,44.636750718,10.898775154900001 44.636750718,4326                            ,"40,3",TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS2100
RA16,PORTO FUORI,"VIA MAGRINI, SNC - PORTO FUORI",RAVENNA,039014,12.2531916667,44.4066222222,12.2531916667 44.4066222222,4326                            ,1,TIM,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
RA3082,RAVENNA ROMEA,"VIA ROMEA NORD, 27 / 29",RAVENNA,039014,12.2153388888889,44.4307916666667,12.2153388888889 44.4307916666667,4326                            ,1,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900
MO5E,MO BLU-TRE OLMI VF,STRADA TRE OLMI,MODENA,036023,10.860138,44.661429,10.860138 44.661429,4326                            ,"39,9",TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
PR43044_006,GAIANO,"VIA MONTE FUSO, 15 LOCALITA' GAIANO",COLLECCHIO,034009,10.173472,44.727361,10.173472 44.727361,4326                            ,114,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
BO40018_003,SAN PIETRO IN CASALE ZI,VIA RODOLFO MORANDI 1,SAN PIETRO IN CASALE,037055,11.41381472161748,44.7040822742274,11.41381472161748 44.7040822742274,4326                            ,15,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
FC47121_012,VECCHIAZZANO ZI,"VIA BENINI, SNC",FORLI' ,040012,12.013904,44.197879,12.013904 44.197879,4326                            ,42,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
MO41014_005,CA' DI SOLA SETTECANI,VIA PER SPILAMBERTO 14,CASTELVETRO DI MODENA,036008,10.959556,44.535806,10.959556 44.535806,4326                            ,77,ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
PC29122_016,VIA BERTOLINI,VIA BERTOLINI 13,PIACENZA,033032,9.7245687,45.0437213,9.7245687 45.0437213,4326                            ,51,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
MO45079-A,BACCELLI,STRADA BACCELLIERA 10/2,MODENA,036023,10.958672,44.608931,10.958672 44.608931,4326                            ,39,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
PR0927-A,DAVINES VILLAGE,VIA DON ANGELO CALZOLARI 55/A,PARMA,034027,10.27814,44.85227,10.27814 44.85227,4326                            ,"40,5",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE1800
MO41122_010,SAN LAZZARO,STRADA MINUTARA C/O STADIO BASEBALL,MODENA,036023,10.94955,44.641804,10.94955 44.641804,4326                            ,32,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G3700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
FEE0,FE MIZZANA SSV,VIA ZUCCHINI 69 - VIA TRAVERSAGNO,FERRARA,038008,11.582455,44.850818,11.582455 44.850818,4326                            ,7,TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
RA48124_001,FORNACE Z.I. A 14,"VIA FAENTINA, 224 - FORNACE ZARATTINI",RAVENNA,039014,12.1482388889,44.4188194444,12.1482388889 44.4188194444,4326                            ,"2,5",ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G700 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RA220-A,CONSELICE 2,"VIA XIV APRILE 46, LOC. LAVEZZOLA",CONSELICE,039008,11.868412,44.56212,11.868412 44.56212,4326                            ,4,FASTWEBAIR,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,LTE3500
FE44123_009,BARCO DIAMANTE,AREA COMUNALE VIA PADOVA-VIA FIERE,FERRARA,038008,11.602222,44.869444,11.602222 44.869444,4326                            ,"5,5",ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
1251,CADEO PCT094,VIA DONATORI DI ORGANI A.I.D.O. SNC,CADEO,033007,9.8594141,44.9595295,9.8594141 44.9595295,4326                            ,68,GO INTERNET,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,LTE3500
WM-FC-130,,"LOC. GRANAROLO SNC, 47121-47122 FORLI' FC, ITALIA",FORLI' ,040012,11.962006,44.222636,11.962006 44.222636,4326                            ,51,GO INTERNET,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,LTE3500
RN47922_012,RIMINI FIERA OVEST,"VIA EMILIA, 155",RIMINI,099014,12.5194466,44.0713958,12.5194466 44.0713958,4326                            ,14,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,LTE1800 - LTE2100 - LTE2600 - UMTS900
PC29010_030,SARMATO ZI,"VIA A. VESPUCCI, LOC. MADONNA DEL ROSARIO",SARMATO,033042,9.47305379,45.05629323,9.47305379 45.05629323,4326                            ,"77,5",ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G700 - LTE1800 - LTE2100 - LTE2600 - UMTS900
FC5227,MONTALETTO ,VIA CONFINE - LOCALITA` MONTALETTO DI CERVIA,CESENA,040007,12.327464,44.203737,12.327464 44.203737,4326                            ,4,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE1500 - LTE1800 - LTE2100 - LTE2600
RA328,MASSA LOMBARDA NORD,"VIA DAMANO, 7",MASSA LOMBARDA,039013,11.8278777777778,44.45215,11.8278777777778 44.45215,4326                            ,12,WIND3,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
2RN-4982,SANTA GIUSTINA,"VIA LINARO, 7 C/O FONDO CASTELLI",RIMINI,099014,12.475836,44.066523,12.475836 44.066523,4326                            ,"29,5",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900
PR2731-C,MONTANARA SSI,"STRADA DUE CASTAGNE,S.N.C.",PARMA,034027,10.3022918596,44.7634130276,10.3022918596 44.7634130276,4326                            ,83,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - LTE800 - LTE1500 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
RA7D,RA SANTO STEFANO,"VIA LUNGA, 47 - SANTO STEFANO",RAVENNA,039014,12.1987444444444,44.31615,12.1987444444444 44.31615,4326                            ,"4,5",TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
PR1324-A,,LOC. CASE DEI CIPELLI,SOLIGNANO,034035,9.9290335,44.598237,9.9290335 44.598237,4326                            ,694,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE2100 - UMTS900
BO1546B,SAN PIETRO IN CASALE SSI,VIA GIUSEPPE PILATI 27,SAN PIETRO IN CASALE,037055,11.39928091084518,44.69776558019436,11.39928091084518 44.69776558019436,4326                            ,"16,3",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS2100
RE4759-A,BAISO,"VIA DEL CASTELLO,SNC",BAISO,035003,10.6045914395,44.5069617934,10.6045914395 44.5069617934,4326                            ,645,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900
BO40133_005,CERTOSA,ROTONDA ROMAGNOLI SNC,BOLOGNA,037006,11.305780158,44.500031079,11.305780158 44.500031079,4326                            ,"47,2",ILIAD,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,LTE1800 - LTE2100 - LTE2600 - UMTS900
MO5040-B,CASA GOCCHIA,VIA GOCCHIA 3,LAMA MOCOGNO,036018,10.7396267804,44.3154630281,10.7396267804 44.3154630281,4326                            ,980,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
2FE5042-A,ALBAREA,VIA MASSAFISCAGLIA 445,FERRARA,038008,11.802111,44.836987,11.802111 44.836987,4326                            ,5,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE2100
RA0420,FAENZA EST,"VIA CESAROLO, 147",FAENZA,039010,11.8979,44.2881222222222,11.8979 44.2881222222222,4326                            ,"29,1",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600
PC3641-D,GROPPARELLO SSI,"STRADA PER LODOLA SNC, LOC. BERSANI",GROPPARELLO,033025,9.7375935,44.8246284,9.7375935 44.8246284,4326                            ,439,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,IN CORSO,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900
MO45505-A,MO SAN DAMASO TIM,VIA ROSALBA CARRIERA,MODENA,036023,10.972466,44.597022,10.972466 44.597022,4326                            ,42,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS2100
BO212,SGP ANDREA COSTA,VIA CASTELFRANCO C/O PARCHEGGIO CIMITERO,SAN GIOVANNI IN PERSICETO,037053,11.18334520192435,44.63638670729226,11.18334520192435 44.63638670729226,4326                            ,"22,1",WIND3,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G3700 - GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - LTE2600-TDD - UMTS900 - UMTS2100
