CODICE,DENOMINAZIONE,INDIRIZZO,COMUNE,COD_ISTAT,LON,LAT,LAT_LON,SR_GEO,QUOTA,OPERATORE,TIPO_IMPIANTO,STATO_IMPIANTO,FASE_RICHIESTA,TECNOLOGIE_UTILIZZATE
RE032,POVIGLIO,VIA EINSTEIN C/O ISOLA ECOLOGICA (COSITING TIM),POVIGLIO,035029,10.5471861,44.8428791,10.5471861 44.8428791,4326                            ,"27,2",WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - UMTS900 - UMTS2100
RE0D,NIRONE,LOCALITA' LUGOLO,RAMISETO,035031,10.219625,44.395775,10.219625 44.395775,4326                            ,770,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - UMTS900
RE0264-A,MANCASALE BIS,"VIA BERNINI, Z.I. MANCASALE",REGGIO NELL'EMILIA,035033,10.643452824,44.7335969338,10.643452824 44.7335969338,4326                            ,34,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - UMTS900
RE45,RE GARDENIA,"VIA EMILIA SANTO STEFANO, 50",REGGIO NELL'EMILIA,035033,10.6243975,44.7004572,10.6243975 44.7004572,4326                            ,,TIM,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
RE96,RE GUICCIARDI,"VIA SARDEGNA, 5",REGGIO NELL'EMILIA,035033,10.65401,44.693116,10.65401 44.693116,4326                            ,"49,7",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE800 - LTE1800 - UMTS2100
RE0276-B,PASQUINO BORGHI SSI,"VIA SARDEGNA, 5",REGGIO NELL'EMILIA,035033,10.65401,44.693116,10.65401 44.693116,4326                            ,"49,7",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE1800 - LTE2600 - UMTS2100
RE4789-A,VICEDOMINI,VIA VICEDOMINI 6,REGGIO NELL'EMILIA,035033,10.6277531311,44.6970846047,10.6277531311 44.6970846047,4326                            ,56,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS900
RE0C,RE TORRICELLA,"VIA MONTI, 11/A",REGGIO NELL'EMILIA,035033,10.640299,44.6717897,10.640299 44.6717897,4326                            ,62,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE800 - LTE1800 - UMTS2100
RE27,RIO SALICETO,VIA SAN LODOVICO SNC,RIO SALICETO,035034,10.7944184375,44.8093788754,10.7944184375 44.8093788754,4326                            ,25,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
RE2212-B,SANT`ILARIO D`ENZA,VIA PONCHIELLI,SANT'ILARIO D'ENZA,035039,10.4526084005,44.7555041845,10.4526084005 44.7555041845,4326                            ,58,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - UMTS900 - UMTS2100
RE30,BEBBIO,VIA MONTE CROCE BASSO,TOANO,035041,10.560255906,44.3971616506,10.560255906 44.3971616506,4326                            ,"732,5",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS900
RE43,VIANO,"LOC. MINGHETTA - CA' STRADONI, 2",VIANO,035044,10.653540234,44.5445229379,10.653540234 44.5445229379,4326                            ,278,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - UMTS2100
PC81,CASTEL SAN GIOVANNI SUD,VIA DELLE GINESTRE PRESSO ACQUEDOTTO COMUNALE,CASTEL SAN GIOVANNI,033013,9.4355178,45.051074,9.4355178 45.051074,4326                            ,85,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PR80,FONTANELLATO CENTRO,VIA NAZIONALE EMILIA C/O PARCHEGGIO,FONTANELLATO,034015,10.1717213222,44.8772353136,10.1717213222 44.8772353136,4326                            ,48,TIM,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
FO0805-A,CESENATICO 2 ,"VIA MAZZINI,182",CESENATICO,040008,12.378741,44.212522,12.378741 44.212522,4326                            ,1,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
MO4178-A,SSI AMENDOLA,"VIA GIARDINI, 726",MODENA,036023,10.898616,44.630081,10.898616 44.630081,4326                            ,40,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE800 - LTE2600 - UMTS2100
PR2319-A,,VIA TORRIONE SNC,FELINO,034013,10.2488065,44.6938956,10.2488065 44.6938956,4326                            ,182,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS900 - UMTS2100
RE2440-B,FABBRICO CENTRO,VIA CASCINA 5,FABBRICO,035021,10.8067275087,44.8770856396,10.8067275087 44.8770856396,4326                            ,22,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE800 - LTE1800 - UMTS2100
FO106,SAN GIORGIO DI CESENA ,"VIA TARCENTO, 45 C/O LOCALITA' SAN GIORGIO DI CESENA - CESENA",CESENA,040007,12.283423,44.195579,12.283423 44.195579,4326                            ,10,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM1800 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
RE8F,CANTONE,VIA ROMAGNOLI,CADELBOSCO DI SOPRA,035008,10.6112481874,44.7962562424,10.6112481874 44.7962562424,4326                            ,"26,2",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
MD1C,PRIGNANO CENTRO,VIA MONTE CROCE S.N.C.,PRIGNANO SULLA SECCHIA,036033,10.682999,44.441526,10.682999 44.441526,4326                            ,719,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS900 - UMTS2100
FC0806-A,MACERONE DI CESENA ,"VIA VICINALE VETRETO LOC. MACER. DI CESENA,SNC",CESENA,040007,12.330953,44.143681,12.330953 44.143681,4326                            ,19,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS2100
MO0966-A,SSI-MERCATO,"VIA DEL MERCATO, 146",MODENA,036023,10.9367940716,44.6592652464,10.9367940716 44.6592652464,4326                            ,32,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
MO4186-C,SSI-MOLZA,"VIALE VITTORIO VENETO, 10",MODENA,036023,10.9198398938,44.6477319609,10.9198398938 44.6477319609,4326                            ,35,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE1800 - LTE2100 - UMTS2100
PR4113-A,BEDONIA CENTRO,"VIA E. FERMI,SNC",BEDONIA,034003,9.6328962,44.5002857,9.6328962 44.5002857,4326                            ,496,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS900
PR109,VIA EMILIA OVEST,"VIA BATTAGLIA DI SAN PIETRO, 34/A",PARMA,034027,10.280888,44.808111,10.280888 44.808111,4326                            ,"55,2",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO4231-A,FOSSA STADIO,"VIA DUGARELLO C/O CAMPO SPORTIVO, SNC",CONCORDIA SULLA SECCHIA,036010,11.029812,44.91966,11.029812 44.91966,4326                            ,15,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PR1323-A,COSTA DASINO,"LOC.BOTTIONI, FRAZ.COSTA D`ASINO",VALMOZZOLA,034044,9.9072433,44.6141592,9.9072433 44.6141592,4326                            ,830,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - UMTS2100
PR4711-C,BASILICAGOIANO,VIA GAZZARO C/O POZZO COMUNALE SNC,MONTECHIARUGOLO,034023,10.4036506415,44.7007102543,10.4036506415 44.7007102543,4326                            ,111,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
5774 B,,STRADA PROVINCIALE 63 N.145,GUALTIERI,035023,10.6325690224,44.8940230407,10.6325690224 44.8940230407,4326                            ,21,TRE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS900
MD87,TAV PIOPPA,"VIA PANZANO,S.N.C",CASTELFRANCO EMILIA,036006,11.0556469026,44.6272090184,11.0556469026 44.6272090184,4326                            ,33,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE1800 - LTE2100 - UMTS2100
MD89,TAV CAMPOGALLIANO,PIAZZALE DELLE NAZIONI C/O DOGANA,CAMPOGALLIANO,036003,10.8574071964,44.6868441324,10.8574071964 44.6868441324,4326                            ,39,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS2100
MO1899-A,CARPI OVEST,"VIA DELLA VILLA NEGRO, 20",CARPI,036005,10.873192,44.797545,10.873192 44.797545,4326                            ,"24,7",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE1800 - UMTS900 - UMTS2100
MO172,CAVEZZO SUD,VIA EINAUDI C/O PARCHEGGIO COMUNALE S.N.C.,CAVEZZO,036009,11.027696,44.827746,11.027696 44.827746,4326                            ,"21,6",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO4209-A,VIA DALLA CHIESA,STRADA CONTRADA 391,MODENA,036023,10.932723,44.612391,10.932723 44.612391,4326                            ,38,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PC1965-A,QUARTIERE DUEMILA,"VIA GUERRA, 23",PIACENZA,033032,9.68093,45.038164,9.68093 45.038164,4326                            ,62,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - LTE800 - LTE1800 - UMTS900
PR138,TAV BO-MI FONTANELLATO-FONTEVIVO,AREA ARTIGIANALE,FONTEVIVO,034016,10.1691288,44.8621582,10.1691288 44.8621582,4326                            ,52,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
RE102,RE BARAGALLA,"VIA DELLA CROCE VERDE, 1",REGGIO NELL'EMILIA,035033,10.6031343,44.6746737,10.6031343 44.6746737,4326                            ,76,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
PRA2,FIDENZA OUTLET,FRAZIONE CHIUSA FERRANDA,FIDENZA,034014,10.0931418,44.8864272,10.0931418 44.8864272,4326                            ,54,TIM,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO5306-A,MULINO,"VIA MAGAZZENO, 299",SAVIGNANO SUL PANARO,036041,11.0438824257,44.4959606703,11.0438824257 44.4959606703,4326                            ,89,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
